ItemNo|ItemDescription|Quantity|Price
0000015410|Item 0000015410|329|818.08
0000019680|Item 0000019680|517|949.34
0000020921|Item 0000020921|436|409.23
0000032674|Item 0000032674|954|644.94
0000013638|Item 0000013638|901|911.26
0000002300|Item 0000002300|267|8.37
0000021085|Item 0000021085|800|351.36
0000042863|Item 0000042863|939|121.50
0000022806|Item 0000022806|553|244.31
0000027090|Item 0000027090|233|920.68
0000037297|Item 0000037297|421|917.52
0000032692|Item 0000032692|406|999.02
0000001746|Item 0000001746|378|292.67
0000011481|Item 0000011481|445|53.44
0000040161|Item 0000040161|627|231.20
0000033624|Item 0000033624|680|697.19
0000004392|Item 0000004392|365|567.73
0000028825|Item 0000028825|422|544.83
0000002906|Item 0000002906|565|315.33
0000030274|Item 0000030274|776|936.29
0000022660|Item 0000022660|509|62.06
0000042305|Item 0000042305|309|596.25
0000025674|Item 0000025674|684|9.98
0000029720|Item 0000029720|23|782.66
0000005905|Item 0000005905|627|462.10
0000003060|Item 0000003060|497|256.80
0000035075|Item 0000035075|502|987.85
0000036303|Item 0000036303|844|186.68
0000015045|Item 0000015045|390|166.15
0000047839|Item 0000047839|657|135.33
0000015706|Item 0000015706|530|808.94
0000015053|Item 0000015053|857|962.32
0000029702|Item 0000029702|951|653.74
0000014216|Item 0000014216|169|642.65
0000005305|Item 0000005305|915|860.46
0000017091|Item 0000017091|696|170.28
0000040442|Item 0000040442|307|712.73
0000019647|Item 0000019647|386|531.28
0000037766|Item 0000037766|238|245.99
0000023923|Item 0000023923|130|677.61
0000016681|Item 0000016681|827|856.84
0000025920|Item 0000025920|462|211.57
0000046901|Item 0000046901|156|190.41
0000037100|Item 0000037100|981|405.41
0000015221|Item 0000015221|486|827.60
0000042108|Item 0000042108|15|490.32
0000000809|Item 0000000809|671|981.89
0000042376|Item 0000042376|262|971.33
0000024584|Item 0000024584|661|118.21
0000021312|Item 0000021312|810|149.22
0000001714|Item 0000001714|781|527.96
0000001928|Item 0000001928|829|443.63
0000019851|Item 0000019851|683|55.26
0000041368|Item 0000041368|548|959.21
0000047977|Item 0000047977|853|80.98
0000016097|Item 0000016097|106|526.09
0000046968|Item 0000046968|111|178.07
0000046519|Item 0000046519|741|757.74
0000005970|Item 0000005970|575|203.19
0000008098|Item 0000008098|984|925.23
0000017671|Item 0000017671|513|560.07
0000045629|Item 0000045629|203|653.51
0000023508|Item 0000023508|937|959.25
0000026874|Item 0000026874|922|267.45
0000004854|Item 0000004854|748|903.61
0000045276|Item 0000045276|692|34.78
0000028312|Item 0000028312|649|531.42
0000033687|Item 0000033687|895|685.94
0000022387|Item 0000022387|943|335.71
0000020446|Item 0000020446|496|929.42
0000030733|Item 0000030733|440|380.21
0000005539|Item 0000005539|289|329.87
0000009584|Item 0000009584|839|119.86
0000001867|Item 0000001867|304|334.18
0000034420|Item 0000034420|576|480.76
0000016820|Item 0000016820|417|679.36
0000009131|Item 0000009131|796|403.82
0000038061|Item 0000038061|371|52.78
0000027704|Item 0000027704|496|151.93
0000036911|Item 0000036911|677|44.62
0000037965|Item 0000037965|983|584.05
0000018288|Item 0000018288|168|589.64
0000018093|Item 0000018093|178|941.89
0000015066|Item 0000015066|498|945.87
0000044294|Item 0000044294|931|27.14
0000011755|Item 0000011755|432|825.25
0000007492|Item 0000007492|318|780.56
0000038027|Item 0000038027|409|148.80
0000017930|Item 0000017930|507|791.12
0000005285|Item 0000005285|167|478.56
0000029984|Item 0000029984|422|743.96
0000030727|Item 0000030727|362|713.18
0000033491|Item 0000033491|966|159.43
0000013215|Item 0000013215|283|649.61
0000037586|Item 0000037586|614|588.62
0000035255|Item 0000035255|568|122.59
0000023967|Item 0000023967|316|762.96
0000001570|Item 0000001570|418|342.33
0000043475|Item 0000043475|216|938.76
0000039070|Item 0000039070|896|158.28
0000007197|Item 0000007197|461|688.05
0000046291|Item 0000046291|609|861.76
0000041278|Item 0000041278|144|810.43
0000001757|Item 0000001757|522|616.85
0000039324|Item 0000039324|993|211.94
0000046937|Item 0000046937|340|847.72
0000007438|Item 0000007438|707|567.13
0000011816|Item 0000011816|675|63.73
0000041942|Item 0000041942|633|611.22
0000007289|Item 0000007289|428|375.79
0000027317|Item 0000027317|317|661.18
0000026467|Item 0000026467|300|672.52
0000017280|Item 0000017280|39|88.83
0000012823|Item 0000012823|28|745.63
0000009782|Item 0000009782|116|975.30
0000033277|Item 0000033277|927|931.25
0000037468|Item 0000037468|233|312.63
0000034601|Item 0000034601|151|485.59
0000007428|Item 0000007428|81|394.65
0000041680|Item 0000041680|87|579.43
0000022768|Item 0000022768|702|102.36
0000037658|Item 0000037658|852|366.31
0000002350|Item 0000002350|721|999.01
0000023719|Item 0000023719|487|688.58
0000001069|Item 0000001069|418|811.26
0000041718|Item 0000041718|893|704.95
0000018200|Item 0000018200|741|590.12
0000028292|Item 0000028292|384|40.96
0000043970|Item 0000043970|235|462.10
0000016941|Item 0000016941|100|989.82
0000045178|Item 0000045178|263|731.53
0000004732|Item 0000004732|451|748.14
0000041434|Item 0000041434|521|932.09
0000012349|Item 0000012349|180|707.67
0000004626|Item 0000004626|580|402.22
0000009458|Item 0000009458|648|56.19
0000027832|Item 0000027832|65|686.10
0000004305|Item 0000004305|527|414.91
0000014405|Item 0000014405|644|522.79
0000041888|Item 0000041888|860|547.12
0000014335|Item 0000014335|147|710.17
0000027018|Item 0000027018|185|641.43
0000042170|Item 0000042170|934|29.91
0000005082|Item 0000005082|375|544.28
0000037254|Item 0000037254|442|422.01
0000021840|Item 0000021840|750|949.32
0000040979|Item 0000040979|267|622.86
0000034061|Item 0000034061|999|715.30
0000034383|Item 0000034383|884|294.10
0000006475|Item 0000006475|361|628.72
0000035006|Item 0000035006|775|581.33
0000011256|Item 0000011256|544|386.39
0000010861|Item 0000010861|514|301.40
0000003497|Item 0000003497|592|580.18
0000027659|Item 0000027659|363|88.39
0000007370|Item 0000007370|753|713.69
0000002620|Item 0000002620|918|408.46
0000024520|Item 0000024520|69|967.85
0000000531|Item 0000000531|45|186.43
0000023317|Item 0000023317|280|505.99
0000049200|Item 0000049200|149|903.40
0000033705|Item 0000033705|810|317.47
0000008094|Item 0000008094|502|872.39
0000025388|Item 0000025388|652|66.99
0000026219|Item 0000026219|916|69.21
0000017843|Item 0000017843|761|958.15
0000045726|Item 0000045726|239|858.79
0000015039|Item 0000015039|975|622.67
0000022837|Item 0000022837|417|704.22
0000012563|Item 0000012563|891|454.76
0000037145|Item 0000037145|308|108.41
0000028609|Item 0000028609|256|16.55
0000002584|Item 0000002584|493|504.14
0000030429|Item 0000030429|600|530.27
0000040733|Item 0000040733|970|777.16
0000044944|Item 0000044944|305|331.78
0000043899|Item 0000043899|219|494.17
0000025632|Item 0000025632|819|952.65
0000035823|Item 0000035823|553|833.40
0000010335|Item 0000010335|828|146.44
0000020825|Item 0000020825|997|364.94
0000046972|Item 0000046972|486|80.99
0000008071|Item 0000008071|598|23.37
0000045488|Item 0000045488|23|938.19
0000004412|Item 0000004412|597|759.56
0000017370|Item 0000017370|663|472.79
0000018050|Item 0000018050|123|506.43
0000012439|Item 0000012439|799|930.45
0000043626|Item 0000043626|79|515.64
0000017094|Item 0000017094|793|705.50
0000038867|Item 0000038867|331|289.18
0000030005|Item 0000030005|134|761.36
0000032230|Item 0000032230|318|777.49
0000029401|Item 0000029401|433|20.19
0000009446|Item 0000009446|803|674.75
0000037931|Item 0000037931|525|152.87
0000011595|Item 0000011595|785|166.00
0000005164|Item 0000005164|35|982.06
0000027590|Item 0000027590|521|158.08
0000006499|Item 0000006499|333|948.88
0000006246|Item 0000006246|592|71.38
0000049211|Item 0000049211|657|992.39
0000005937|Item 0000005937|272|76.71
0000036279|Item 0000036279|586|776.29
0000020049|Item 0000020049|990|460.70
0000009494|Item 0000009494|409|506.58
0000018734|Item 0000018734|52|718.35
0000047316|Item 0000047316|361|525.75
0000033254|Item 0000033254|977|820.24
0000008590|Item 0000008590|130|342.53
0000033980|Item 0000033980|236|423.38
0000007967|Item 0000007967|879|795.62
0000040621|Item 0000040621|162|666.58
0000027750|Item 0000027750|210|175.22
0000026957|Item 0000026957|690|208.35
0000026345|Item 0000026345|152|809.70
0000015474|Item 0000015474|205|241.72
0000039682|Item 0000039682|339|678.14
0000024100|Item 0000024100|56|30.00
0000027198|Item 0000027198|405|96.65
0000009676|Item 0000009676|605|536.45
0000018234|Item 0000018234|909|90.07
0000000270|Item 0000000270|21|895.75
0000018889|Item 0000018889|746|70.04
0000040251|Item 0000040251|183|525.68
0000016618|Item 0000016618|226|603.28
0000048892|Item 0000048892|880|150.71
0000004167|Item 0000004167|965|51.12
0000003013|Item 0000003013|280|113.84
0000025758|Item 0000025758|514|962.60
0000025123|Item 0000025123|703|633.01
0000015559|Item 0000015559|754|346.83
0000007790|Item 0000007790|4|77.28
0000036604|Item 0000036604|543|719.84
0000043696|Item 0000043696|362|175.76
0000025689|Item 0000025689|481|539.07
0000015415|Item 0000015415|385|223.20
0000037168|Item 0000037168|216|32.58
0000049814|Item 0000049814|888|600.46
0000023980|Item 0000023980|39|86.45
0000045545|Item 0000045545|71|477.24
0000001247|Item 0000001247|15|237.90
0000044052|Item 0000044052|606|447.72
0000048006|Item 0000048006|221|971.21
0000009049|Item 0000009049|410|148.59
0000025185|Item 0000025185|90|209.37
0000007853|Item 0000007853|594|684.19
0000009041|Item 0000009041|380|311.73
0000035923|Item 0000035923|191|798.77
0000003709|Item 0000003709|659|973.01
0000045618|Item 0000045618|603|89.86
0000034330|Item 0000034330|457|793.05
0000005296|Item 0000005296|478|194.49
0000011720|Item 0000011720|735|478.52
0000040278|Item 0000040278|955|284.43
0000006288|Item 0000006288|598|1.69
0000004826|Item 0000004826|262|683.63
0000023530|Item 0000023530|376|258.52
0000043858|Item 0000043858|56|27.99
0000035894|Item 0000035894|598|246.63
0000029174|Item 0000029174|81|907.68
0000044477|Item 0000044477|391|384.71
0000015426|Item 0000015426|200|704.64
0000014356|Item 0000014356|938|360.42
0000022974|Item 0000022974|359|974.77
0000031533|Item 0000031533|203|379.21
0000020297|Item 0000020297|707|84.41
0000024229|Item 0000024229|787|409.39
0000015980|Item 0000015980|733|160.10
0000004213|Item 0000004213|612|87.07
0000031688|Item 0000031688|556|44.15
0000005934|Item 0000005934|629|472.30
0000043141|Item 0000043141|131|22.63
0000018185|Item 0000018185|714|980.57
0000040731|Item 0000040731|365|708.93
0000048186|Item 0000048186|198|977.41
0000009366|Item 0000009366|918|936.52
0000047681|Item 0000047681|481|724.38
0000039588|Item 0000039588|307|750.37
0000030035|Item 0000030035|301|335.67
0000041058|Item 0000041058|675|634.08
0000047336|Item 0000047336|333|939.17
0000028992|Item 0000028992|863|286.80
0000047788|Item 0000047788|800|122.10
0000012514|Item 0000012514|624|859.09
0000014284|Item 0000014284|690|8.03
0000041938|Item 0000041938|710|939.67
0000003412|Item 0000003412|384|114.85
0000033427|Item 0000033427|302|973.30
0000033835|Item 0000033835|799|198.16
0000027387|Item 0000027387|113|36.64
0000046676|Item 0000046676|341|568.47
0000030183|Item 0000030183|10|858.53
0000048422|Item 0000048422|832|113.51
0000016674|Item 0000016674|816|754.76
0000005461|Item 0000005461|497|305.19
0000028023|Item 0000028023|595|492.04
0000034552|Item 0000034552|410|625.44
0000044199|Item 0000044199|513|963.66
0000019953|Item 0000019953|318|990.14
0000031050|Item 0000031050|594|535.85
0000017611|Item 0000017611|591|688.01
0000032360|Item 0000032360|937|443.10
0000029884|Item 0000029884|784|181.58
0000047806|Item 0000047806|475|792.27
0000014233|Item 0000014233|468|734.72
0000017840|Item 0000017840|292|900.67
0000003058|Item 0000003058|967|400.11
0000010059|Item 0000010059|66|127.60
0000009566|Item 0000009566|459|398.08
0000007812|Item 0000007812|206|836.70
0000014845|Item 0000014845|916|589.93
0000018866|Item 0000018866|291|105.10
0000020658|Item 0000020658|607|887.84
0000043893|Item 0000043893|367|15.61
0000033561|Item 0000033561|340|357.87
0000035354|Item 0000035354|35|743.16
0000035047|Item 0000035047|155|169.85
0000007386|Item 0000007386|967|844.99
0000007055|Item 0000007055|222|642.87
0000018080|Item 0000018080|772|262.07
0000042160|Item 0000042160|81|453.92
0000033782|Item 0000033782|827|876.78
0000027673|Item 0000027673|453|667.08
0000004129|Item 0000004129|853|984.32
0000029699|Item 0000029699|651|44.37
0000008282|Item 0000008282|41|504.76
0000018850|Item 0000018850|846|312.56
0000015926|Item 0000015926|952|574.36
0000014253|Item 0000014253|923|217.23
0000044529|Item 0000044529|651|35.34
0000026246|Item 0000026246|620|716.32
0000042215|Item 0000042215|65|827.64
0000005349|Item 0000005349|783|278.34
0000039279|Item 0000039279|764|248.63
0000035581|Item 0000035581|803|995.25
0000013397|Item 0000013397|144|164.64
0000012075|Item 0000012075|993|680.27
0000011170|Item 0000011170|204|439.94
0000044736|Item 0000044736|426|844.92
0000028975|Item 0000028975|569|91.23
0000048835|Item 0000048835|188|827.78
0000020024|Item 0000020024|538|447.21
0000010369|Item 0000010369|245|445.35
0000000139|Item 0000000139|972|413.66
0000026826|Item 0000026826|308|894.41
0000034735|Item 0000034735|816|775.83
0000043537|Item 0000043537|183|980.59
0000005774|Item 0000005774|102|246.98
0000046769|Item 0000046769|810|283.42
0000035051|Item 0000035051|259|850.29
0000023951|Item 0000023951|816|239.67
0000014418|Item 0000014418|128|982.66
0000006384|Item 0000006384|473|350.16
0000038243|Item 0000038243|197|875.72
0000004889|Item 0000004889|277|233.24
0000049266|Item 0000049266|773|682.08
0000044091|Item 0000044091|750|201.92
0000040061|Item 0000040061|761|931.39
0000021292|Item 0000021292|319|561.25
0000042296|Item 0000042296|280|787.65
0000002712|Item 0000002712|58|47.18
0000009160|Item 0000009160|419|701.18
0000001726|Item 0000001726|561|489.13
0000034188|Item 0000034188|136|510.26
0000025374|Item 0000025374|563|324.21
0000014215|Item 0000014215|18|373.37
0000006625|Item 0000006625|447|592.38
0000014140|Item 0000014140|729|163.51
0000020125|Item 0000020125|795|241.34
0000004296|Item 0000004296|931|634.67
0000026739|Item 0000026739|734|154.90
0000033444|Item 0000033444|251|324.97
0000020596|Item 0000020596|91|679.22
0000044464|Item 0000044464|728|104.74
0000036370|Item 0000036370|222|383.23
0000011192|Item 0000011192|925|287.52
0000034155|Item 0000034155|64|752.53
0000019189|Item 0000019189|726|321.29
0000004506|Item 0000004506|626|677.46
0000040988|Item 0000040988|370|481.79
0000023911|Item 0000023911|882|411.54
0000023408|Item 0000023408|352|53.96
0000032472|Item 0000032472|79|107.00
0000029365|Item 0000029365|735|699.58
0000023038|Item 0000023038|33|186.96
0000030329|Item 0000030329|881|314.10
0000018944|Item 0000018944|337|44.11
0000033184|Item 0000033184|261|639.28
0000029763|Item 0000029763|866|749.94
0000035339|Item 0000035339|252|917.73
0000036659|Item 0000036659|845|596.25
0000007508|Item 0000007508|519|637.39
0000039563|Item 0000039563|681|792.44
0000025872|Item 0000025872|363|807.28
0000017823|Item 0000017823|289|642.87
0000032154|Item 0000032154|665|889.50
0000001534|Item 0000001534|796|779.67
0000031363|Item 0000031363|351|601.43
0000034058|Item 0000034058|633|837.40
0000012891|Item 0000012891|187|765.29
0000041676|Item 0000041676|760|188.90
0000045191|Item 0000045191|731|271.99
0000048033|Item 0000048033|443|594.69
0000006256|Item 0000006256|992|340.80
0000009101|Item 0000009101|206|35.75
0000023489|Item 0000023489|213|633.87
0000016030|Item 0000016030|531|752.94
0000047403|Item 0000047403|9|815.87
0000020935|Item 0000020935|284|940.56
0000026882|Item 0000026882|840|748.87
0000019742|Item 0000019742|220|910.62
0000047634|Item 0000047634|557|287.28
0000021219|Item 0000021219|272|704.32
0000047566|Item 0000047566|702|99.70
0000013054|Item 0000013054|19|775.14
0000041529|Item 0000041529|703|947.98
0000000376|Item 0000000376|329|427.25
0000039538|Item 0000039538|383|345.81
0000019633|Item 0000019633|138|79.94
0000015725|Item 0000015725|294|949.31
0000044953|Item 0000044953|174|16.90
0000011221|Item 0000011221|296|293.71
0000039626|Item 0000039626|882|15.39
0000013045|Item 0000013045|241|6.34
0000046135|Item 0000046135|988|252.77
0000029496|Item 0000029496|637|616.40
0000000076|Item 0000000076|1|627.15
0000039547|Item 0000039547|780|276.93
0000001774|Item 0000001774|117|865.41
0000040751|Item 0000040751|101|400.83
0000015393|Item 0000015393|705|588.60
0000021090|Item 0000021090|486|783.43
0000028104|Item 0000028104|418|210.14
0000003120|Item 0000003120|299|958.64
0000025643|Item 0000025643|169|828.33
0000010305|Item 0000010305|892|852.82
0000039015|Item 0000039015|144|229.82
0000015855|Item 0000015855|55|285.78
0000044445|Item 0000044445|558|762.03
0000048283|Item 0000048283|487|573.78
0000012834|Item 0000012834|529|146.81
0000005908|Item 0000005908|370|168.25
0000041862|Item 0000041862|713|612.12
0000046407|Item 0000046407|362|850.31
0000033011|Item 0000033011|466|202.85
0000027326|Item 0000027326|775|107.35
0000002715|Item 0000002715|878|966.58
0000039459|Item 0000039459|654|207.24
0000031566|Item 0000031566|130|610.50
0000041480|Item 0000041480|814|714.41
0000011903|Item 0000011903|695|946.00
0000048010|Item 0000048010|922|430.56
0000001771|Item 0000001771|928|224.17
0000010047|Item 0000010047|864|469.60
0000042978|Item 0000042978|742|114.47
0000021372|Item 0000021372|41|895.62
